Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews	IMSLP_URL	IMSLP_Exists
Huang Tzu	1904	1938.0	Chinese	In Memoriam		https://en.wikipedia.org/wiki/Huang_Tzu	3288.0	https://imslp.org/wiki/Category:Tzu,_Huang	False
Benjamin Dale	1885	1943.0	English			https://en.wikipedia.org/wiki/Benjamin_Dale	3287.0	https://imslp.org/wiki/Category:Dale,_Benjamin	True
Jack Westrup	1904	1975.0	English			https://en.wikipedia.org/wiki/Jack_Westrup	3287.0	https://imslp.org/wiki/Category:Westrup,_Jack	False
May Aufderheide	1888	1972.0	American			https://en.wikipedia.org/wiki/May_Aufderheide	3276.0	https://imslp.org/wiki/Category:Aufderheide,_May	True
Pehr Henrik Nordgren	1944	2008.0	Finnish			https://en.wikipedia.org/wiki/Pehr_Henrik_Nordgren	3269.0	https://imslp.org/wiki/Category:Nordgren,_Pehr_Henrik	False
Dobri Hristov	1875	1941.0	Bulgarian			https://en.wikipedia.org/wiki/Dobri_Hristov	3265.0	https://imslp.org/wiki/Category:Hristov,_Dobri	False
Judith Lang Zaimont	1945		American			https://en.wikipedia.org/wiki/Judith_Lang_Zaimont	3260.0	https://imslp.org/wiki/Category:Zaimont,_Judith_Lang	False
Peter Dickinson	1934	2023.0	English			https://en.wikipedia.org/wiki/Peter_Dickinson_(musician)	3259.0	https://imslp.org/wiki/Category:Dickinson,_Peter	False
Halsey Stevens	1908	1989.0	American			https://en.wikipedia.org/wiki/Halsey_Stevens	3255.0	https://imslp.org/wiki/Category:Stevens,_Halsey	False
Rolande Falcinelli	1920	1996.0	French			https://en.wikipedia.org/wiki/Rolande_Falcinelli	3253.0	https://imslp.org/wiki/Category:Falcinelli,_Rolande	False
Jules Mouquet	1867	1946.0	French			https://en.wikipedia.org/wiki/Jules_Mouquet	3253.0	https://imslp.org/wiki/Category:Mouquet,_Jules	True
Paul Panhuysen	1934	2015.0	Dutch			https://en.wikipedia.org/wiki/Paul_Panhuysen	3244.0	https://imslp.org/wiki/Category:Panhuysen,_Paul	False
Herman David Koppel	1908	1998.0	Danish		neoclassical	https://en.wikipedia.org/wiki/Herman_David_Koppel	3240.0	https://imslp.org/wiki/Category:Koppel,_Herman_David	False
Friedrich Baumfelder	1836	1916.0	German			https://en.wikipedia.org/wiki/Friedrich_Baumfelder	3239.0	https://imslp.org/wiki/Category:Baumfelder,_Friedrich	True
Murray Adaskin	1906	2002.0	Canadian			https://en.wikipedia.org/wiki/Murray_Adaskin	3237.0	https://imslp.org/wiki/Category:Adaskin,_Murray	False
Anatol Vieru	1926	1998.0	Romanian	Concerto for violin, cello and orchestra; seven symphonies; eight string quartets	modality	https://en.wikipedia.org/wiki/Anatol_Vieru	3230.0	https://imslp.org/wiki/Category:Vieru,_Anatol	False
Roberto Gerhard	1896	1970.0	Spanish			https://en.wikipedia.org/wiki/Roberto_Gerhard	3221.0	https://imslp.org/wiki/Category:Gerhard,_Roberto	True
Helen Eugenia Hagan	1893	1964.0	American			https://en.wikipedia.org/wiki/Helen_Eugenia_Hagan	3219.0	https://imslp.org/wiki/Category:Hagan,_Helen_Eugenia	False
Leighton Lucas	1903	1982.0	English			https://en.wikipedia.org/wiki/Leighton_Lucas	3218.0	https://imslp.org/wiki/Category:Lucas,_Leighton	False
Kenneth Gaburo	1926	1993.0	American	The Flow of (u)		https://en.wikipedia.org/wiki/Kenneth_Gaburo	3215.0	https://imslp.org/wiki/Category:Gaburo,_Kenneth	False
Hedwige Chrétien	1859	1944.0	French			https://en.wikipedia.org/wiki/Hedwige_Chr%C3%A9tien	3212.0	https://imslp.org/wiki/Category:Chrétien,_Hedwige	True
Frederick Corder	1852	1932.0	English		Romanticism	https://en.wikipedia.org/wiki/Frederick_Corder	3211.0	https://imslp.org/wiki/Category:Corder,_Frederick	True
Alexandre Luigini	1850	1906.0	French			https://en.wikipedia.org/wiki/Alexandre_Luigini	3201.0	https://imslp.org/wiki/Category:Luigini,_Alexandre	True
Gunnar de Frumerie	1908	1987.0	Swedish			https://en.wikipedia.org/wiki/Gunnar_de_Frumerie	3200.0	https://imslp.org/wiki/Category:Frumerie,_Gunnar_de	False
Alejandro García Caturla	1906	1940.0	Cuban			https://en.wikipedia.org/wiki/Alejandro_Garc%C3%ADa_Caturla	3199.0	https://imslp.org/wiki/Category:Caturla,_Alejandro_García	True
Helena Munktell	1852	1919.0	Swedish		Romanticism	https://en.wikipedia.org/wiki/Helena_Munktell	3198.0	https://imslp.org/wiki/Category:Munktell,_Helena	True
Julius Harrison	1885	1963.0	English			https://en.wikipedia.org/wiki/Julius_Harrison	3192.0	https://imslp.org/wiki/Category:Harrison,_Julius	True
Otto Olsson	1879	1964.0	Swedish	Te Deum		https://en.wikipedia.org/wiki/Otto_Olsson	3187.0	https://imslp.org/wiki/Category:Olsson,_Otto	True
Ernani Aguiar	1950		Brazilian			https://en.wikipedia.org/wiki/Ernani_Aguiar	3182.0	https://imslp.org/wiki/Category:Aguiar,_Ernani	False
Rudolf Wagner-Régeny	1903	1969.0	German	Prometheus(opera)		https://en.wikipedia.org/wiki/Rudolf_Wagner-R%C3%A9geny	3180.0	https://imslp.org/wiki/Category:Wagner-Régeny,_Rudolf	False
Vakhtang Kakhidze	1959		Georgian			https://en.wikipedia.org/wiki/Vakhtang_Kakhidze	3177.0	https://imslp.org/wiki/Category:Kakhidze,_Vakhtang	False
Bernard Zweers	1854	1924.0	Dutch			https://en.wikipedia.org/wiki/Bernard_Zweers	3173.0	https://imslp.org/wiki/Category:Zweers,_Bernard	True
Andria Balanchivadze	1906	1992.0	Georgian			https://en.wikipedia.org/wiki/Andria_Balanchivadze	3172.0	https://imslp.org/wiki/Category:Balanchivadze,_Andria	False
Hermann Schroeder	1904	1984.0	German			https://en.wikipedia.org/wiki/Hermann_Schroeder	3167.0	https://imslp.org/wiki/Category:Schroeder,_Hermann	True
Nigel Clarke	1960		English	Samurai;A Richer Dust (Symphony No 1.);The Miraculous Violin;Mysteries of the Horizon (Trumpet/Cornet Concerto);Earthrise;Gagarin		https://en.wikipedia.org/wiki/Nigel_Clarke_(composer)	3166.0	https://imslp.org/wiki/Category:Clarke,_Nigel	False
Ernst Levy	1895	1981.0	Swiss			https://en.wikipedia.org/wiki/Ernst_Levy	3166.0	https://imslp.org/wiki/Category:Levy,_Ernst	True
Donald Grantham	1947		American			https://en.wikipedia.org/wiki/Donald_Grantham	3163.0	https://imslp.org/wiki/Category:Grantham,_Donald	False
Miłosz Magin	1929	1999.0	Polish			https://en.wikipedia.org/wiki/Mi%C5%82osz_Magin	3161.0	https://imslp.org/wiki/Category:Magin,_Miłosz	False
William Bergsma	1921	1994.0	American	Violin Concerto,March with Trumpets		https://en.wikipedia.org/wiki/William_Bergsma	3160.0	https://imslp.org/wiki/Category:Bergsma,_William	False
Claude Champagne	1891	1965.0	Canadian			https://en.wikipedia.org/wiki/Claude_Champagne	3159.0	https://imslp.org/wiki/Category:Champagne,_Claude	True
Eva Dell'Acqua	1856	1930.0	Belgian			https://en.wikipedia.org/wiki/Eva_Dell%27Acqua	3156.0	https://imslp.org/wiki/Category:Dell'Acqua,_Eva	True
Alistair Hinton	1950		Scottish			https://en.wikipedia.org/wiki/Alistair_Hinton	3155.0	https://imslp.org/wiki/Category:Hinton,_Alistair	False
Jukka Tiensuu	1948		Finnish			https://en.wikipedia.org/wiki/Jukka_Tiensuu	3153.0	https://imslp.org/wiki/Category:Tiensuu,_Jukka	False
Alexander Krein	1883	1951.0	Russian			https://en.wikipedia.org/wiki/Alexander_Krein	3147.0	https://imslp.org/wiki/Category:Krein,_Alexander	False
Rexho Mulliqi	1923	1982.0	Albanian			https://en.wikipedia.org/wiki/Rexho_Mulliqi	3144.0	https://imslp.org/wiki/Category:Mulliqi,_Rexho	False
Ethel Leginska	1886	1970.0	British			https://en.wikipedia.org/wiki/Ethel_Leginska	3141.0	https://imslp.org/wiki/Category:Leginska,_Ethel	True
Marcel Bitsch	1921	2011.0	French			https://en.wikipedia.org/wiki/Marcel_Bitsch	3138.0	https://imslp.org/wiki/Category:Bitsch,_Marcel	False
Els Aarne	1917	1995.0	Estonian			https://en.wikipedia.org/wiki/Els_Aarne	3134.0	https://imslp.org/wiki/Category:Aarne,_Els	False
Hugues Dufourt	1943		French			https://en.wikipedia.org/wiki/Hugues_Dufourt	3132.0	https://imslp.org/wiki/Category:Dufourt,_Hugues	False
David A. Jaffe	1955		American	"""Silicon Valley Breakdown""; ""The Seven Wonders of the Ancient World"""	computer music, folk-music-influenced	https://en.wikipedia.org/wiki/David_A._Jaffe	3130.0	https://imslp.org/wiki/Category:Jaffe,_David_A.	False
Juan José Castro	1895	1968.0	Argentine			https://en.wikipedia.org/wiki/Juan_Jos%C3%A9_Castro	3130.0	https://imslp.org/wiki/Category:Castro,_Juan_José	True
Ian Venables	1955		English	Songs of Eternity and Sorrow,Remember This		https://en.wikipedia.org/wiki/Ian_Venables	3127.0	https://imslp.org/wiki/Category:Venables,_Ian	False
Zoltán Jeney	1943	2019.0	Hungarian			https://en.wikipedia.org/wiki/Zolt%C3%A1n_Jeney	3126.0	https://imslp.org/wiki/Category:Jeney,_Zoltán	False
Brian Boydell	1917	2000.0	Irish			https://en.wikipedia.org/wiki/Brian_Boydell	3123.0	https://imslp.org/wiki/Category:Boydell,_Brian	False
Abram Chasins	1903	1987.0	American	Two piano concertos;Paradefor orchestra		https://en.wikipedia.org/wiki/Abram_Chasins	3115.0	https://imslp.org/wiki/Category:Chasins,_Abram	False
Aleksandr Gauk	1893	1963.0	Russian/Soviet			https://en.wikipedia.org/wiki/Aleksandr_Gauk	3112.0	https://imslp.org/wiki/Category:Gauk,_Aleksandr	True
Nicolas Flagello	1928	1994.0	American		Neoclassicism	https://en.wikipedia.org/wiki/Nicolas_Flagello	3103.0	https://imslp.org/wiki/Category:Flagello,_Nicolas	False
Gérard Calvi	1922	2015.0	French			https://en.wikipedia.org/wiki/G%C3%A9rard_Calvi	3101.0	https://imslp.org/wiki/Category:Calvi,_Gérard	False
Gwyneth Van Anden Walker	1947		American			https://en.wikipedia.org/wiki/Gwyneth_Van_Anden_Walker	3100.0	https://imslp.org/wiki/Category:Walker,_Gwyneth_Van_Anden	False
Antonio José	1902	1936.0	Spanish			https://en.wikipedia.org/wiki/Antonio_Jos%C3%A9_Mart%C3%ADnez_Palacios	3091.0	https://imslp.org/wiki/Category:José,_Antonio	True
Iain Hamilton	1922	2000.0	Scottish	chamber & orchestral works; operas & vocal works[vague]		https://en.wikipedia.org/wiki/Iain_Hamilton_(composer)	3091.0	https://imslp.org/wiki/Category:Hamilton,_Iain	False
David Felder	1953		American			https://en.wikipedia.org/wiki/David_Felder	3087.0	https://imslp.org/wiki/Category:Felder,_David	False
Yannis Kyriakides	1969		Cypriot			https://en.wikipedia.org/wiki/Yannis_Kyriakides	3078.0	https://imslp.org/wiki/Category:Kyriakides,_Yannis	False
Stanley Bate	1911	1959.0	English			https://en.wikipedia.org/wiki/Stanley_Bate	3077.0	https://imslp.org/wiki/Category:Bate,_Stanley	True
Vladimír Godár	1956		Slovak			https://en.wikipedia.org/wiki/Vladim%C3%ADr_God%C3%A1r	3075.0	https://imslp.org/wiki/Category:Godár,_Vladimír	False
Wayne Barlow	1912	1996.0	American	The Winter's Passed, for oboe and string orchestra;Hampton Beach Overture;Sinfonia da camera		https://en.wikipedia.org/wiki/Wayne_Barlow	3073.0	https://imslp.org/wiki/Category:Barlow,_Wayne	False
Felix Woyrsch	1860	1944.0	German			https://en.wikipedia.org/wiki/Felix_Woyrsch	3072.0	https://imslp.org/wiki/Category:Woyrsch,_Felix	True
Richard Meale	1932	2009.0	Australian	Voss	avant-garde	https://en.wikipedia.org/wiki/Richard_Meale	3064.0	https://imslp.org/wiki/Category:Meale,_Richard	False
Max Trapp	1887	1971.0	German			https://en.wikipedia.org/wiki/Max_Trapp	3057.0	https://imslp.org/wiki/Category:Trapp,_Max	False
Ivan Tcherepnin	1943	1998.0	French-American			https://en.wikipedia.org/wiki/Ivan_Tcherepnin	3056.0	https://imslp.org/wiki/Category:Tcherepnin,_Ivan	False
Roger Bellon	1953		French			https://en.wikipedia.org/wiki/Roger_Bellon	3056.0	https://imslp.org/wiki/Category:Bellon,_Roger	False
Dave Smith	1949		English			https://en.wikipedia.org/wiki/Dave_Smith_(composer)	3054.0	https://imslp.org/wiki/Category:Smith,_Dave	False
Dimitrie Cuclin	1885	1978.0	Romanian		several exceptionally long symphonies	https://en.wikipedia.org/wiki/Dimitrie_Cuclin	3050.0	https://imslp.org/wiki/Category:Cuclin,_Dimitrie	False
Ruth Schönthal	1924	2006.0	German			https://en.wikipedia.org/wiki/Ruth_Sch%C3%B6nthal	3050.0	https://imslp.org/wiki/Category:Schönthal,_Ruth	False
Johannes Fritsch	1941	2010.0	German			https://en.wikipedia.org/wiki/Johannes_Fritsch	3045.0	https://imslp.org/wiki/Category:Fritsch,_Johannes	False
Thomas Rajna	1928	2021.0	Hungarian			https://en.wikipedia.org/wiki/Thomas_Rajna	3045.0	https://imslp.org/wiki/Category:Rajna,_Thomas	False
Enrique Fernández Arbós	1863	1939.0	Spanish			https://en.wikipedia.org/wiki/Enrique_Fern%C3%A1ndez_Arb%C3%B3s	3041.0	https://imslp.org/wiki/Category:Arbós,_Enrique_Fernández	True
Jože Privšek	1937	1998.0	Slovenian			https://en.wikipedia.org/wiki/Jo%C5%BEe_Priv%C5%A1ek	3038.0	https://imslp.org/wiki/Category:Privšek,_Jože	False
Denis ApIvor	1916	2004.0	British			https://en.wikipedia.org/wiki/Denis_ApIvor	3038.0	https://imslp.org/wiki/Category:ApIvor,_Denis	False
Ödön Pártos	1907	1977.0	Hungarian-Israeli			https://en.wikipedia.org/wiki/%C3%96d%C3%B6n_P%C3%A1rtos	3037.0	https://imslp.org/wiki/Category:Pártos,_Ödön	False
Anđelka Bego-Šimunić	1941	2022.0	Bosnian		neoclassicism	https://en.wikipedia.org/wiki/An%C4%91elka_Bego-%C5%A0imuni%C4%87	3037.0	https://imslp.org/wiki/Category:Bego-Šimunić,_Anđelka	False
Joseph Ryelandt	1870	1965.0	Belgian			https://en.wikipedia.org/wiki/Joseph_Ryelandt	3033.0	https://imslp.org/wiki/Category:Ryelandt,_Joseph	False
Stefano Scodanibbio	1956	2012.0	Italian			https://en.wikipedia.org/wiki/Stefano_Scodanibbio	3032.0	https://imslp.org/wiki/Category:Scodanibbio,_Stefano	False
Arthur Frackenpohl	1924	2019.0	American			https://en.wikipedia.org/wiki/Arthur_Frackenpohl	3032.0	https://imslp.org/wiki/Category:Frackenpohl,_Arthur	False
Norman Demuth	1898	1968.0	English			https://en.wikipedia.org/wiki/Norman_Demuth	3028.0	https://imslp.org/wiki/Category:Demuth,_Norman	True
Lorenc Antoni	1909	1991.0	Kosovo Albanian			https://en.wikipedia.org/wiki/Lorenc_Antoni	3025.0	https://imslp.org/wiki/Category:Antoni,_Lorenc	False
Ahmed Adnan Saygun	1907	1991.0	Turkish			https://en.wikipedia.org/wiki/Ahmed_Adnan_Saygun	3020.0	https://imslp.org/wiki/Category:Saygun,_Ahmed_Adnan	True
John La Montaine	1920	2013.0	American			https://en.wikipedia.org/wiki/John_La_Montaine	3018.0	https://imslp.org/wiki/Category:Montaine,_John_La	False
Arnold van Wyk	1916	1983.0	South African			https://en.wikipedia.org/wiki/Arnold_van_Wyk	3017.0	https://imslp.org/wiki/Category:Wyk,_Arnold_van	False
Bojan Adamič	1912	1995.0	Slovenian			https://en.wikipedia.org/wiki/Bojan_Adami%C4%8D	3012.0	https://imslp.org/wiki/Category:Adamič,_Bojan	False
Thomas Koppel	1944	2006.0	Danish		avant-garde	https://en.wikipedia.org/wiki/Thomas_Koppel	3012.0	https://imslp.org/wiki/Category:Koppel,_Thomas	False
Claus-Steffen Mahnkopf	1962		German			https://en.wikipedia.org/wiki/Claus-Steffen_Mahnkopf	3011.0	https://imslp.org/wiki/Category:Mahnkopf,_Claus-Steffen	False
Henning Christiansen	1932	2008.0	Danish		fluxus	https://en.wikipedia.org/wiki/Henning_Christiansen	3008.0	https://imslp.org/wiki/Category:Christiansen,_Henning	False
John Pickard	1963		British			https://en.wikipedia.org/wiki/John_Pickard_(composer)	3008.0	https://imslp.org/wiki/Category:Pickard,_John	False
Rena Kyriakou	1917	1994.0	Greek			https://en.wikipedia.org/wiki/Rena_Kyriakou	3004.0	https://imslp.org/wiki/Category:Kyriakou,_Rena	False
Jouni Kaipainen	1956	2015.0	Finnish			https://en.wikipedia.org/wiki/Jouni_Kaipainen	3003.0	https://imslp.org/wiki/Category:Kaipainen,_Jouni	False
Pablo Luna	1879	1942.0	Spanish	El niño judío		https://en.wikipedia.org/wiki/Pablo_Luna	3003.0	https://imslp.org/wiki/Category:Luna,_Pablo	True
Annie Gosfield	1960		American			https://en.wikipedia.org/wiki/Annie_Gosfield	3002.0	https://imslp.org/wiki/Category:Gosfield,_Annie	False
Michael Hersch	1971		American	Symphony No. 1;Fracta;Arraché		https://en.wikipedia.org/wiki/Michael_Hersch	3000.0	https://imslp.org/wiki/Category:Hersch,_Michael	False
Eduard Erdmann	1896	1958.0	German			https://en.wikipedia.org/wiki/Eduard_Erdmann	3000.0	https://imslp.org/wiki/Category:Erdmann,_Eduard	True
Atli Heimir Sveinsson	1938	2019.0	Icelandic			https://en.wikipedia.org/wiki/Atli_Heimir_Sveinsson	2998.0	https://imslp.org/wiki/Category:Sveinsson,_Atli_Heimir	False
Timothee Adamowski	1857	1943.0	Polish-born American			https://en.wikipedia.org/wiki/Timothee_Adamowski	2997.0	https://imslp.org/wiki/Category:Adamowski,_Timothee	False
Geraldine Mucha	1917	2012.0	Scottish			https://en.wikipedia.org/wiki/Geraldine_Mucha	2994.0	https://imslp.org/wiki/Category:Mucha,_Geraldine	False
Frank La Forge	1879	1953.0	American			https://en.wikipedia.org/wiki/Frank_La_Forge	2990.0	https://imslp.org/wiki/Category:Forge,_Frank_La	False
Ignatz Waghalter	1881	1949.0	Polish-German	Concerto for Violin in A Major;Mandragola;Jugend	Romanticism	https://en.wikipedia.org/wiki/Ignatz_Waghalter	2986.0	https://imslp.org/wiki/Category:Waghalter,_Ignatz	True
Vano Muradeli	1908	1970.0	Soviet Georgian			https://en.wikipedia.org/wiki/Vano_Muradeli	2983.0	https://imslp.org/wiki/Category:Muradeli,_Vano	False
Oscar Lorenzo Fernández	1897	1948.0	Brazilian	"""Batuque"" fromMalazarte"	nationalism	https://en.wikipedia.org/wiki/Oscar_Lorenzo_Fern%C3%A1ndez	2981.0	https://imslp.org/wiki/Category:Fernández,_Oscar_Lorenzo	True
Meliton Balanchivadze	1862	1937.0	Georgian			https://en.wikipedia.org/wiki/Meliton_Balanchivadze	2977.0	https://imslp.org/wiki/Category:Balanchivadze,_Meliton	False
Bertold Hummel	1925	2002.0	German			https://en.wikipedia.org/wiki/Bertold_Hummel	2974.0	https://imslp.org/wiki/Category:Hummel,_Bertold	False
Juan Carlos Paz	1901	1972.0	Argentine		twelve-tone technique and serialism	https://en.wikipedia.org/wiki/Juan_Carlos_Paz	2973.0	https://imslp.org/wiki/Category:Paz,_Juan_Carlos	False
Dorothy Rudd Moore	1940	2022.0	American			https://en.wikipedia.org/wiki/Dorothy_Rudd_Moore	2973.0	https://imslp.org/wiki/Category:Moore,_Dorothy_Rudd	False
Clara Edwards	1880	1974.0	American			https://en.wikipedia.org/wiki/Clara_Edwards_(composer)	2971.0	https://imslp.org/wiki/Category:Edwards,_Clara	False
Mykola Kolessa	1903	2006.0	Ukrainian			https://en.wikipedia.org/wiki/Mykola_Kolessa	2967.0	https://imslp.org/wiki/Category:Kolessa,_Mykola	False
Alemdar Karamanov	1934	2007.0	Ukrainian			https://en.wikipedia.org/wiki/Alemdar_Karamanov	2966.0	https://imslp.org/wiki/Category:Karamanov,_Alemdar	True
Diego Masson	1935		French			https://en.wikipedia.org/wiki/Diego_Masson	2960.0	https://imslp.org/wiki/Category:Masson,_Diego	False
Anatoly Bogatyrev	1913	2003.0	Belarusian	In the Forests of Polesie,Nadezhda Durova	Nationalism	https://en.wikipedia.org/wiki/Anatoly_Bogatyrev	2952.0	https://imslp.org/wiki/Category:Bogatyrev,_Anatoly	False
Sheila Nelson	1936	2020.0	English			https://en.wikipedia.org/wiki/Sheila_Nelson	2952.0	https://imslp.org/wiki/Category:Nelson,_Sheila	False
Jacob Avshalomov	1919	2013.0	American			https://en.wikipedia.org/wiki/Jacob_Avshalomov	2951.0	https://imslp.org/wiki/Category:Avshalomov,_Jacob	False
Joanna Bruzdowicz	1943	2021.0	Polish			https://en.wikipedia.org/wiki/Joanna_Bruzdowicz	2951.0	https://imslp.org/wiki/Category:Bruzdowicz,_Joanna	False
Franco Evangelisti	1926	1980.0	Italian	Incontri di fasce sonore	electronic music	https://en.wikipedia.org/wiki/Franco_Evangelisti_(composer)	2947.0	https://imslp.org/wiki/Category:Evangelisti,_Franco	False
Rosalind Ellicott	1857	1924.0	English			https://en.wikipedia.org/wiki/Rosalind_Ellicott	2945.0	https://imslp.org/wiki/Category:Ellicott,_Rosalind	False
Paul Gilson	1865	1942.0	Belgian		impressionism	https://en.wikipedia.org/wiki/Paul_Gilson	2941.0	https://imslp.org/wiki/Category:Gilson,_Paul	True
Fini Henriques	1867	1940.0	Danish			https://en.wikipedia.org/wiki/Fini_Henriques	2938.0	https://imslp.org/wiki/Category:Henriques,_Fini	True
Marcel Mihalovici	1898	1985.0	French (Romanian-born)	Krapp, ou, La dernière bande	neoclassicism, serialism, etc.; folk-influenced	https://en.wikipedia.org/wiki/Marcel_Mihalovici	2926.0	https://imslp.org/wiki/Category:Mihalovici,_Marcel	False
Fred Raymond	1900	1954.0	Austrian		operettas; also composed film music	https://en.wikipedia.org/wiki/Fred_Raymond	2925.0	https://imslp.org/wiki/Category:Raymond,_Fred	False
Trude Rittmann	1908	2005.0	German			https://en.wikipedia.org/wiki/Trude_Rittmann	2922.0	https://imslp.org/wiki/Category:Rittmann,_Trude	False
Winfried Zillig	1905	1963.0	German			https://en.wikipedia.org/wiki/Winfried_Zillig	2917.0	https://imslp.org/wiki/Category:Zillig,_Winfried	True
Alfred Hollins	1865	1942.0	English			https://en.wikipedia.org/wiki/Alfred_Hollins	2915.0	https://imslp.org/wiki/Category:Hollins,_Alfred	True
Oskar Lindberg	1887	1955.0	Swedish			https://en.wikipedia.org/wiki/Oskar_Lindberg_(composer)	2915.0	https://imslp.org/wiki/Category:Lindberg,_Oskar	False
Edward Joseph Collins	1886	1951.0	American			https://en.wikipedia.org/wiki/Edward_Joseph_Collins	2912.0	https://imslp.org/wiki/Category:Collins,_Edward_Joseph	True
Pierre de Bréville	1861	1949.0	French			https://en.wikipedia.org/wiki/Pierre_de_Br%C3%A9ville	2900.0	https://imslp.org/wiki/Category:Bréville,_Pierre_de	True
Paul Dresher	1951		American			https://en.wikipedia.org/wiki/Paul_Dresher	2898.0	https://imslp.org/wiki/Category:Dresher,_Paul	False
Nico Dostal	1895	1981.0	Austrian			https://en.wikipedia.org/wiki/Nico_Dostal	2896.0	https://imslp.org/wiki/Category:Dostal,_Nico	False
Gustavo Becerra-Schmidt	1925	2010.0	Chilean			https://en.wikipedia.org/wiki/Gustavo_Becerra-Schmidt	2895.0	https://imslp.org/wiki/Category:Becerra-Schmidt,_Gustavo	False
Clytus Gottwald	1925	2023.0	German			https://en.wikipedia.org/wiki/Clytus_Gottwald	2891.0	https://imslp.org/wiki/Category:Gottwald,_Clytus	False
Robert Kurka	1921	1957.0	American			https://en.wikipedia.org/wiki/Robert_Kurka	2889.0	https://imslp.org/wiki/Category:Kurka,_Robert	False
Adam Carse	1878	1958.0	English	Two symphonies		https://en.wikipedia.org/wiki/Adam_Carse	2887.0	https://imslp.org/wiki/Category:Carse,_Adam	True
Tomás Marco	1942		Spanish	Concierto del agua, for guitar and orchestra; 5 symphonies; String Quartet No. 3Anatomía fractal de los ángeles;Ojos verdes de luna	avant-garde,neoclassical, folk-influenced,eclectic	https://en.wikipedia.org/wiki/Tom%C3%A1s_Marco	2885.0	https://imslp.org/wiki/Category:Marco,_Tomás	False
Gustav Jenner	1865	1920.0	German			https://en.wikipedia.org/wiki/Gustav_Jenner	2882.0	https://imslp.org/wiki/Category:Jenner,_Gustav	True
Arlene Sierra	1970		American			https://en.wikipedia.org/wiki/Arlene_Sierra	2879.0	https://imslp.org/wiki/Category:Sierra,_Arlene	False
Bo Holten	1948		Danish			https://en.wikipedia.org/wiki/Bo_Holten	2877.0	https://imslp.org/wiki/Category:Holten,_Bo	False
Derek Bermel	1967		American			https://en.wikipedia.org/wiki/Derek_Bermel	2865.0	https://imslp.org/wiki/Category:Bermel,_Derek	False
Barney Childs	1926	2000.0	American		extended technique, improvisation, indeterminacy	https://en.wikipedia.org/wiki/Barney_Childs	2864.0	https://imslp.org/wiki/Category:Childs,_Barney	False
Bülent Arel	1919	1990.0	Turkish		electronic music	https://en.wikipedia.org/wiki/B%C3%BClent_Arel	2863.0	https://imslp.org/wiki/Category:Arel,_Bülent	False
Benet Casablancas	1956		Spanish	Seven Scenes from Hamlet,New Epigrams,Alter Klang,Seven Haikus for sextet,L'enigma di Lea(opera)	Expressionism,Avant-garde,neo-impressionism	https://en.wikipedia.org/wiki/Benet_Casablancas	2862.0	https://imslp.org/wiki/Category:Casablancas,_Benet	False
Erkki Salmenhaara	1941	2002.0	Finnish		minimalism	https://en.wikipedia.org/wiki/Erkki_Salmenhaara	2860.0	https://imslp.org/wiki/Category:Salmenhaara,_Erkki	False
Kim Jin-hi	1957		South Korean			https://en.wikipedia.org/wiki/Kim_Jin-hi	2860.0	https://imslp.org/wiki/Category:Jin-hi,_Kim	False
Giulio Castagnoli	1958		Italian	Concerto for Cello and Double Orchestra; Concerto for Piano and Orchestra;Missa Sancti Evasii		https://en.wikipedia.org/wiki/Giulio_Castagnoli	2859.0	https://imslp.org/wiki/Category:Castagnoli,_Giulio	False
Younghi Pagh-Paan	1945		South Korean			https://en.wikipedia.org/wiki/Younghi_Pagh-Paan	2858.0	https://imslp.org/wiki/Category:Pagh-Paan,_Younghi	False
Gilbert Biberian	1944		Armenian-British			https://en.wikipedia.org/wiki/Gilbert_Biberian	2856.0	https://imslp.org/wiki/Category:Biberian,_Gilbert	False
Hans-Jürgen von Bose	1953		German	Piano music		https://en.wikipedia.org/wiki/Hans-J%C3%BCrgen_von_Bose	2855.0	https://imslp.org/wiki/Category:Bose,_Hans-Jürgen_von	False
Theo Loevendie	1930		Dutch			https://en.wikipedia.org/wiki/Theo_Loevendie	2854.0	https://imslp.org/wiki/Category:Loevendie,_Theo	False
Wayne Peterson	1927	2021.0	American	The Face of the Night, the Heart of the Dark	electro-acoustic, and electronic music	https://en.wikipedia.org/wiki/Wayne_Peterson	2853.0	https://imslp.org/wiki/Category:Peterson,_Wayne	False
Ivan Karabyts	1945	2002.0	Ukrainian			https://en.wikipedia.org/wiki/Ivan_Karabyts	2850.0	https://imslp.org/wiki/Category:Karabyts,_Ivan	False
Stephen Hartke	1952		American			https://en.wikipedia.org/wiki/Stephen_Hartke	2848.0	https://imslp.org/wiki/Category:Hartke,_Stephen	False
Yvonne Desportes	1907	1993.0	French			https://en.wikipedia.org/wiki/Yvonne_Desportes	2844.0	https://imslp.org/wiki/Category:Desportes,_Yvonne	False
Dai-Keong Lee	1915	2005.0	Chinese-American			https://en.wikipedia.org/wiki/Dai-Keong_Lee	2842.0	https://imslp.org/wiki/Category:Lee,_Dai-Keong	False
Virko Baley	1938		Ukrainian-American			https://en.wikipedia.org/wiki/Virko_Baley	2837.0	https://imslp.org/wiki/Category:Baley,_Virko	False
