Name	Year of birth	Year of death	Nationality	Notable 20th-century works	Remarks	URL	Pageviews	IMSLP_URL	IMSLP_Exists
Beth Anderson	1950		American			https://en.wikipedia.org/wiki/Beth_Anderson_(composer)	2833.0	https://imslp.org/wiki/Category:Anderson,_Beth	False
Robert Carl	1954		American			https://en.wikipedia.org/wiki/Robert_Carl	2827.0	https://imslp.org/wiki/Category:Carl,_Robert	False
Mana-Zucca	1885	1981.0	American			https://en.wikipedia.org/wiki/Mana-Zucca	2825.0	https://imslp.org/wiki/Category:Mana-Zucca	True
Bernhard Sekles	1872	1934.0	German			https://en.wikipedia.org/wiki/Bernhard_Sekles	2825.0	https://imslp.org/wiki/Category:Sekles,_Bernhard	True
Ezra Laderman	1924	2015.0	American			https://en.wikipedia.org/wiki/Ezra_Laderman	2824.0	https://imslp.org/wiki/Category:Laderman,_Ezra	False
Henri Crolla	1920	1960.0	Italian			https://en.wikipedia.org/wiki/Henri_Crolla	2823.0	https://imslp.org/wiki/Category:Crolla,_Henri	False
Carlton Gamer	1929		American			https://en.wikipedia.org/wiki/Carlton_Gamer	2822.0	https://imslp.org/wiki/Category:Gamer,_Carlton	False
Vytautas Bacevičius	1905	1970.0	Lithuanian		atonality	https://en.wikipedia.org/wiki/Vytautas_Bacevi%C4%8Dius	2816.0	https://imslp.org/wiki/Category:Bacevičius,_Vytautas	False
Alan Bullard	1947		English			https://en.wikipedia.org/wiki/Alan_Bullard	2816.0	https://imslp.org/wiki/Category:Bullard,_Alan	False
Vytautas Barkauskas	1931	2020.0	Lithuanian			https://en.wikipedia.org/wiki/Vytautas_Barkauskas	2813.0	https://imslp.org/wiki/Category:Barkauskas,_Vytautas	False
Matthijs Vermeulen	1888	1967.0	Dutch	Seven symphonies		https://en.wikipedia.org/wiki/Matthijs_Vermeulen	2812.0	https://imslp.org/wiki/Category:Vermeulen,_Matthijs	False
Klaus Lang	1971		Austrian			https://en.wikipedia.org/wiki/Klaus_Lang	2811.0	https://imslp.org/wiki/Category:Lang,_Klaus	False
Teng Yu-hsien	1906	1944.0	Taiwanese			https://en.wikipedia.org/wiki/Teng_Yu-hsien	2810.0	https://imslp.org/wiki/Category:Yu-hsien,_Teng	False
Peter Nardone	1965		Scottish			https://en.wikipedia.org/wiki/Peter_Nardone	2808.0	https://imslp.org/wiki/Category:Nardone,_Peter	False
Cecil Coles	1888	1918.0	Scottish			https://en.wikipedia.org/wiki/Cecil_Coles	2808.0	https://imslp.org/wiki/Category:Coles,_Cecil	False
Tôn-Thất Tiết	1933		Vietnamese-French			https://en.wikipedia.org/wiki/T%C3%B4n-Th%E1%BA%A5t_Ti%E1%BA%BFt	2807.0	https://imslp.org/wiki/Category:Tiết,_Tôn-Thất	False
Raoul Gunsbourg	1860	1955.0	Romanian			https://en.wikipedia.org/wiki/Raoul_Gunsbourg	2805.0	https://imslp.org/wiki/Category:Gunsbourg,_Raoul	True
Maurice Abrahams	1883	1931.0	American			https://en.wikipedia.org/wiki/Maurice_Abrahams	2803.0	https://imslp.org/wiki/Category:Abrahams,_Maurice	True
Blagoje Bersa	1873	1934.0	Croatian			https://en.wikipedia.org/wiki/Blagoje_Bersa	2803.0	https://imslp.org/wiki/Category:Bersa,_Blagoje	False
Ilmari Hannikainen	1892	1955.0	Finnish		Romanticism	https://en.wikipedia.org/wiki/Ilmari_Hannikainen	2803.0	https://imslp.org/wiki/Category:Hannikainen,_Ilmari	True
François-Auguste Gevaert	1828	1908.0	Belgian		Romanticism	https://en.wikipedia.org/wiki/Fran%C3%A7ois-Auguste_Gevaert	2802.0	https://imslp.org/wiki/Category:Gevaert,_François-Auguste	True
Ludmila Ulehla	1923	2009.0	American			https://en.wikipedia.org/wiki/Ludmila_Ulehla	2795.0	https://imslp.org/wiki/Category:Ulehla,_Ludmila	False
Ernest Walker	1870	1949.0	Indian-born English			https://en.wikipedia.org/wiki/Ernest_Walker_(composer)	2793.0	https://imslp.org/wiki/Category:Walker,_Ernest	True
Christian Lauba	1952		Tunisian born French	The Lose Forest for ensemble of 12 saxophones, Neuf études pour saxophone		https://en.wikipedia.org/wiki/Christian_Lauba	2790.0	https://imslp.org/wiki/Category:Lauba,_Christian	False
Jo Kondo	1947		Japanese			https://en.wikipedia.org/wiki/Jo_Kondo	2787.0	https://imslp.org/wiki/Category:Kondo,_Jo	False
Noël Gallon	1891	1966.0	French			https://en.wikipedia.org/wiki/No%C3%ABl_Gallon	2782.0	https://imslp.org/wiki/Category:Gallon,_Noël	True
Miriam Gideon	1906	1996.0	American		modernism	https://en.wikipedia.org/wiki/Miriam_Gideon	2782.0	https://imslp.org/wiki/Category:Gideon,_Miriam	False
August de Boeck	1865	1937.0	Belgian		impressionism	https://en.wikipedia.org/wiki/August_de_Boeck	2781.0	https://imslp.org/wiki/Category:Boeck,_August_de	True
Mary Grant Carmichael	1851	1935.0	English			https://en.wikipedia.org/wiki/Mary_Grant_Carmichael	2781.0	https://imslp.org/wiki/Category:Carmichael,_Mary_Grant	True
Yuri Khanon	1965		Russian	The Shagreen Bone,The Symphony of Dogs,The Middle Symphony,Agonia Dei,What Zarathustra Said Indeed	polystylism,neoclassicism	https://en.wikipedia.org/wiki/Yuri_Khanon	2780.0	https://imslp.org/wiki/Category:Khanon,_Yuri	False
Barbara Benary	1946	2019.0	German			https://en.wikipedia.org/wiki/Barbara_Benary	2777.0	https://imslp.org/wiki/Category:Benary,_Barbara	False
Sergei Protopopov	1893	1954.0	Russian	3 piano sonatas	Avant-garde	https://en.wikipedia.org/wiki/Sergei_Protopopov	2775.0	https://imslp.org/wiki/Category:Protopopov,_Sergei	True
Paul Patterson	1947		English			https://en.wikipedia.org/wiki/Paul_Patterson_(composer)	2773.0	https://imslp.org/wiki/Category:Patterson,_Paul	False
Bo Linde	1933	1970.0	Swedish		Neoromanticism	https://en.wikipedia.org/wiki/Bo_Linde	2773.0	https://imslp.org/wiki/Category:Linde,_Bo	False
Donald Sur	1935	1999.0	American			https://en.wikipedia.org/wiki/Donald_Sur	2773.0	https://imslp.org/wiki/Category:Sur,_Donald	False
Wladimir Vogel	1896	1984.0	Swiss			https://en.wikipedia.org/wiki/Wladimir_Vogel	2771.0	https://imslp.org/wiki/Category:Vogel,_Wladimir	False
Samuel Jones	1935		American			https://en.wikipedia.org/wiki/Samuel_Jones_(composer)	2770.0	https://imslp.org/wiki/Category:Jones,_Samuel	False
Knudåge Riisager	1897	1974.0	Denmark			https://en.wikipedia.org/wiki/Knud%C3%A5ge_Riisager	2766.0	https://imslp.org/wiki/Category:Riisager,_Knudåge	False
Brian Elias	1948		British			https://en.wikipedia.org/wiki/Brian_Elias	2763.0	https://imslp.org/wiki/Category:Elias,_Brian	False
Marcel Poot	1901	1988.0	Belgian			https://en.wikipedia.org/wiki/Marcel_Poot	2762.0	https://imslp.org/wiki/Category:Poot,_Marcel	False
Joël-François Durand	1954		French	Piano Concerto		https://en.wikipedia.org/wiki/Jo%C3%ABl-Fran%C3%A7ois_Durand	2762.0	https://imslp.org/wiki/Category:Durand,_Joël-François	False
Jean-Jacques Grunenwald	1911	1982.0	French			https://en.wikipedia.org/wiki/Jean-Jacques_Grunenwald	2761.0	https://imslp.org/wiki/Category:Grunenwald,_Jean-Jacques	False
Margaret Ruthven Lang	1867	1972.0	American			https://en.wikipedia.org/wiki/Margaret_Ruthven_Lang	2758.0	https://imslp.org/wiki/Category:Lang,_Margaret_Ruthven	True
Maki Ishii	1936	2003.0	Japanese			https://en.wikipedia.org/wiki/Maki_Ishii	2757.0	https://imslp.org/wiki/Category:Ishii,_Maki	False
André Hajdu	1932	2016.0	Israeli			https://en.wikipedia.org/wiki/Andre_Hajdu	2755.0	https://imslp.org/wiki/Category:Hajdu,_André	False
Jaroslav Kvapil	1892	1958.0	Czech			https://en.wikipedia.org/wiki/Jaroslav_Kvapil	2751.0	https://imslp.org/wiki/Category:Kvapil,_Jaroslav	True
Ivo Malec	1925	2019.0	French	Cantate pour elle;Dodecameron;Lumina		https://en.wikipedia.org/wiki/Ivo_Malec	2751.0	https://imslp.org/wiki/Category:Malec,_Ivo	False
Vladimir Vlasov	1903	1986.0	Russian			https://en.wikipedia.org/wiki/Vladimir_Vlasov	2747.0	https://imslp.org/wiki/Category:Vlasov,_Vladimir	False
Jan Bach	1937	2020.0	American			https://en.wikipedia.org/wiki/Jan_Bach	2746.0	https://imslp.org/wiki/Category:Bach,_Jan	False
Juan Orrego-Salas	1919	2019.0	Chilean			https://en.wikipedia.org/wiki/Juan_Orrego-Salas	2746.0	https://imslp.org/wiki/Category:Orrego-Salas,_Juan	False
Rafig Babayev	1937	1994.0	Azerbaijani			https://en.wikipedia.org/wiki/Rafig_Babayev	2745.0	https://imslp.org/wiki/Category:Babayev,_Rafig	False
Hans von Koessler	1853	1926.0	German		Romanticism	https://en.wikipedia.org/wiki/Hans_von_Koessler	2745.0	https://imslp.org/wiki/Category:Koessler,_Hans_von	False
Ladislav Kupkovič	1936	2016.0	Slovak	Vier Präparierter Texte	Wandelkonzerte,historicism	https://en.wikipedia.org/wiki/Ladislav_Kupkovi%C4%8D	2745.0	https://imslp.org/wiki/Category:Kupkovič,_Ladislav	False
Richard Hol	1825	1904.0	Dutch	Organ music	Romanticism	https://en.wikipedia.org/wiki/Richard_Hol	2735.0	https://imslp.org/wiki/Category:Hol,_Richard	True
Nicolae Bretan	1887	1968.0	Romanian			https://en.wikipedia.org/wiki/Nicolae_Bretan	2734.0	https://imslp.org/wiki/Category:Bretan,_Nicolae	False
Șerban Nichifor	1954		Romanian			https://en.wikipedia.org/wiki/%C8%98erban_Nichifor	2731.0	https://imslp.org/wiki/Category:Nichifor,_Șerban	False
Betty Roe	1930		English			https://en.wikipedia.org/wiki/Betty_Roe	2727.0	https://imslp.org/wiki/Category:Roe,_Betty	True
Chaya Arbel	1921	2007.0	Israeli			https://en.wikipedia.org/wiki/Chaya_Arbel	2725.0	https://imslp.org/wiki/Category:Arbel,_Chaya	False
Yrjö Kilpinen	1892	1959.0	Finnish		neoclassical	https://en.wikipedia.org/wiki/Yrj%C3%B6_Kilpinen	2723.0	https://imslp.org/wiki/Category:Kilpinen,_Yrjö	False
August Enna	1859	1939.0	Danish			https://en.wikipedia.org/wiki/August_Enna	2718.0	https://imslp.org/wiki/Category:Enna,_August	True
Rolf Riehm	1937		German	Les Chants de la Revolution sont des Chants de l’Amour		https://en.wikipedia.org/wiki/Rolf_Riehm	2717.0	https://imslp.org/wiki/Category:Riehm,_Rolf	False
Louise Héritte-Viardot	1841	1918.0	French			https://en.wikipedia.org/wiki/Louise_H%C3%A9ritte-Viardot	2716.0	https://imslp.org/wiki/Category:Héritte-Viardot,_Louise	True
Felix Werder	1922	2012.0	German-born Australian		electronic music	https://en.wikipedia.org/wiki/Felix_Werder	2714.0	https://imslp.org/wiki/Category:Werder,_Felix	False
Tokichi Setoguchi	1868	1941.0	Japanese			https://en.wikipedia.org/wiki/Tokichi_Setoguchi	2714.0	https://imslp.org/wiki/Category:Setoguchi,_Tokichi	False
Margaret Brouwer	1940		American			https://en.wikipedia.org/wiki/Margaret_Brouwer	2713.0	https://imslp.org/wiki/Category:Brouwer,_Margaret	False
Gentil Montaña	1942	2011.0	Colombian			https://en.wikipedia.org/wiki/Gentil_Monta%C3%B1a	2708.0	https://imslp.org/wiki/Category:Montaña,_Gentil	False
John Musto	1954		American			https://en.wikipedia.org/wiki/John_Musto	2706.0	https://imslp.org/wiki/Category:Musto,_John	False
Eric Gross	1926	2011.0	Austrian-Australian			https://en.wikipedia.org/wiki/Eric_Gross	2701.0	https://imslp.org/wiki/Category:Gross,_Eric	False
Sven-Erik Bäck	1919	1994.0	Swedish			https://en.wikipedia.org/wiki/Sven-Erik_B%C3%A4ck	2700.0	https://imslp.org/wiki/Category:Bäck,_Sven-Erik	False
Aivars Kalējs	1951		Latvian		Neoromanticism	https://en.wikipedia.org/wiki/Aivars_Kal%C4%93js	2698.0	https://imslp.org/wiki/Category:Kalējs,_Aivars	False
Roy Agnew	1891	1944.0	Australian			https://en.wikipedia.org/wiki/Roy_Agnew	2695.0	https://imslp.org/wiki/Category:Agnew,_Roy	True
Ján Levoslav Bella	1843	1936.0	Slovak			https://en.wikipedia.org/wiki/J%C3%A1n_Levoslav_Bella	2691.0	https://imslp.org/wiki/Category:Bella,_Ján_Levoslav	True
Rudolf Karel	1880	1945.0	Czech			https://en.wikipedia.org/wiki/Rudolf_Karel	2689.0	https://imslp.org/wiki/Category:Karel,_Rudolf	True
Bertram Turetzky	1933		American			https://en.wikipedia.org/wiki/Bertram_Turetzky	2689.0	https://imslp.org/wiki/Category:Turetzky,_Bertram	False
Karl Michael Ziehrer	1843	1922.0	Austrian			https://en.wikipedia.org/wiki/Karl_Michael_Ziehrer	2687.0	https://imslp.org/wiki/Category:Ziehrer,_Karl_Michael	True
Akira Nishimura	1953		Japanese			https://en.wikipedia.org/wiki/Akira_Nishimura	2687.0	https://imslp.org/wiki/Category:Nishimura,_Akira	False
Peter Lange-Müller	1850	1926.0	Danish			https://en.wikipedia.org/wiki/Peter_Lange-M%C3%BCller	2682.0	https://imslp.org/wiki/Category:Lange-Müller,_Peter	False
Edward Salim Michael	1921	2006.0	French			https://en.wikipedia.org/wiki/Edward_Salim_Michael	2682.0	https://imslp.org/wiki/Category:Michael,_Edward_Salim	False
Edmund Eysler	1874	1949.0	Austrian			https://en.wikipedia.org/wiki/Edmund_Eysler	2675.0	https://imslp.org/wiki/Category:Eysler,_Edmund	True
He Luting	1903	1999.0	Chinese			https://en.wikipedia.org/wiki/He_Luting	2669.0	https://imslp.org/wiki/Category:Luting,_He	False
Iván Erőd	1936	2019.0	Hungarian-Austrian	operaSeidenraupen, song cycleMilchzahnlieder, piano trios		https://en.wikipedia.org/wiki/Iv%C3%A1n_Er%C5%91d	2665.0	https://imslp.org/wiki/Category:Erőd,_Iván	False
Barbara Heller	1936		German			https://en.wikipedia.org/wiki/Barbara_Heller	2663.0	https://imslp.org/wiki/Category:Heller,_Barbara	True
Jórunn Viðar	1918	2017.0	Icelandic			https://en.wikipedia.org/wiki/J%C3%B3runn_Vi%C3%B0ar	2662.0	https://imslp.org/wiki/Category:Viðar,_Jórunn	False
Zdeněk Lukáš	1928	2007.0	Czech			https://en.wikipedia.org/wiki/Zden%C4%9Bk_Luk%C3%A1%C5%A1	2652.0	https://imslp.org/wiki/Category:Lukáš,_Zdeněk	False
Modest Altschuler	1873	1963.0	Russian			https://en.wikipedia.org/wiki/Modest_Altschuler	2650.0	https://imslp.org/wiki/Category:Altschuler,_Modest	False
Lam Manyee	1950		Chinese			https://en.wikipedia.org/wiki/Lam_Manyee	2649.0	https://imslp.org/wiki/Category:Manyee,_Lam	False
Eyvind Alnæs	1872	1932.0	Norwegian	two symphonies, Piano Concerto		https://en.wikipedia.org/wiki/Eyvind_Aln%C3%A6s	2646.0	https://imslp.org/wiki/Category:Alnæs,_Eyvind	True
Liana Alexandra	1947	2011.0	Romanian			https://en.wikipedia.org/wiki/Liana_Alexandra	2646.0	https://imslp.org/wiki/Category:Alexandra,_Liana	True
Mildred Couper	1887	1974.0	American		quarter tone	https://en.wikipedia.org/wiki/Mildred_Couper	2644.0	https://imslp.org/wiki/Category:Couper,_Mildred	False
Noam Sheriff	1935	2018.0	Israeli			https://en.wikipedia.org/wiki/Noam_Sheriff	2642.0	https://imslp.org/wiki/Category:Sheriff,_Noam	False
Elinor Remick Warren	1900	1991.0	American			https://en.wikipedia.org/wiki/Elinor_Remick_Warren	2640.0	https://imslp.org/wiki/Category:Warren,_Elinor_Remick	False
Adolf Mišek	1875	1955.0	Czech			https://en.wikipedia.org/wiki/Adolf_Mi%C5%A1ek	2637.0	https://imslp.org/wiki/Category:Mišek,_Adolf	True
Dan Locklair	1949		American			https://en.wikipedia.org/wiki/Dan_Locklair	2637.0	https://imslp.org/wiki/Category:Locklair,_Dan	False
Daniel Asia	1953		American			https://en.wikipedia.org/wiki/Daniel_Asia	2635.0	https://imslp.org/wiki/Category:Asia,_Daniel	False
Enric Morera i Viura	1865	1942.0	Spanish			https://en.wikipedia.org/wiki/Enric_Morera_i_Viura	2631.0	https://imslp.org/wiki/Category:Viura,_Enric_Morera_i	False
Justin Connolly	1933	2020.0	British		modernism	https://en.wikipedia.org/wiki/Justin_Connolly	2628.0	https://imslp.org/wiki/Category:Connolly,_Justin	False
Stefans Grové	1922	2014.0	South African			https://en.wikipedia.org/wiki/Stefans_Grov%C3%A9	2627.0	https://imslp.org/wiki/Category:Grové,_Stefans	False
Richard Edward Wilson	1941		American			https://en.wikipedia.org/wiki/Richard_Edward_Wilson	2626.0	https://imslp.org/wiki/Category:Wilson,_Richard_Edward	False
Hakon Børresen	1876	1954.0	Danish	The Royal Guest	romanticism	https://en.wikipedia.org/wiki/Hakon_B%C3%B8rresen	2610.0	https://imslp.org/wiki/Category:Børresen,_Hakon	True
Martinus Sieveking	1867	1950.0	Dutch			https://en.wikipedia.org/wiki/Martinus_Sieveking	2607.0	https://imslp.org/wiki/Category:Sieveking,_Martinus	True
Gustave Doret	1866	1943.0	Swiss			https://en.wikipedia.org/wiki/Gustave_Doret	2606.0	https://imslp.org/wiki/Category:Doret,_Gustave	True
Eduardo Hernández Moncada	1899	1995.0	Mexican			https://en.wikipedia.org/wiki/Eduardo_Hern%C3%A1ndez_Moncada	2605.0	https://imslp.org/wiki/Category:Moncada,_Eduardo_Hernández	False
Don Kay	1933		Australian			https://en.wikipedia.org/wiki/Don_Kay_(composer)	2605.0	https://imslp.org/wiki/Category:Kay,_Don	False
Stephen Chatman	1950		Canadian			https://en.wikipedia.org/wiki/Stephen_Chatman	2603.0	https://imslp.org/wiki/Category:Chatman,_Stephen	False
John Carmichael	1930		Australian			https://en.wikipedia.org/wiki/John_Carmichael_(composer)	2603.0	https://imslp.org/wiki/Category:Carmichael,_John	False
Geoffrey O'Hara	1882	1967.0	Canadian			https://en.wikipedia.org/wiki/Geoffrey_O%27Hara	2600.0	https://imslp.org/wiki/Category:O'Hara,_Geoffrey	True
Victor Bendix	1851	1926.0	Danish	Symphony No. 4 in D minor, Op. 30		https://en.wikipedia.org/wiki/Victor_Bendix	2596.0	https://imslp.org/wiki/Category:Bendix,_Victor	True
Anthony Gilbert	1934		British			https://en.wikipedia.org/wiki/Anthony_Gilbert_(composer)	2596.0	https://imslp.org/wiki/Category:Gilbert,_Anthony	False
Conrad Beck	1901	1989.0	Swiss			https://en.wikipedia.org/wiki/Conrad_Beck	2590.0	https://imslp.org/wiki/Category:Beck,_Conrad	True
Jules Van Nuffel	1883	1953.0	Belgian	In convertendo Dominus;Te Deum		https://en.wikipedia.org/wiki/Jules_Van_Nuffel	2588.0	https://imslp.org/wiki/Category:Nuffel,_Jules_Van	False
Fannie Charles Dillon	1881	1947.0	American			https://en.wikipedia.org/wiki/Fannie_Charles_Dillon	2587.0	https://imslp.org/wiki/Category:Dillon,_Fannie_Charles	True
Charles Malherbe	1853	1911.0	French		Romanticism	https://en.wikipedia.org/wiki/Charles_Malherbe	2577.0	https://imslp.org/wiki/Category:Malherbe,_Charles	True
Erna Tauro	1916	1993.0	Finnish-Swedish			https://en.wikipedia.org/wiki/Erna_Tauro	2577.0	https://imslp.org/wiki/Category:Tauro,_Erna	False
Rob du Bois	1934	2013.0	Dutch	Pastorale VII; Concerto for Two Violins and Orchestra	serialism,improvisation,musical quotation	https://en.wikipedia.org/wiki/Rob_du_Bois	2575.0	https://imslp.org/wiki/Category:Bois,_Rob_du	False
Todor Skalovski	1909	2004.0	Macedonian			https://en.wikipedia.org/wiki/Todor_Skalovski	2572.0	https://imslp.org/wiki/Category:Skalovski,_Todor	False
Paul Phillips	1956		American			https://en.wikipedia.org/wiki/Paul_Phillips_(conductor)	2570.0	https://imslp.org/wiki/Category:Phillips,_Paul	False
Riichiro Manabe	1924	2015.0	Japanese			https://en.wikipedia.org/wiki/Riichiro_Manabe	2569.0	https://imslp.org/wiki/Category:Manabe,_Riichiro	False
Ernest Charles	1895	1984.0	American			https://en.wikipedia.org/wiki/Ernest_Charles	2569.0	https://imslp.org/wiki/Category:Charles,_Ernest	False
Jef van Hoof	1886	1959.0	Belgian			https://en.wikipedia.org/wiki/Jef_van_Hoof	2568.0	https://imslp.org/wiki/Category:Hoof,_Jef_van	False
Volker David Kirchner	1942	2020.0	German	"Die Trauung(opera);Missa Moguntina(MainzMass); Symphony No. 2 ""Mythen"""		https://en.wikipedia.org/wiki/Volker_David_Kirchner	2567.0	https://imslp.org/wiki/Category:Kirchner,_Volker_David	False
Heinz Winbeck	1946	2019.0	German			https://en.wikipedia.org/wiki/Heinz_Winbeck	2563.0	https://imslp.org/wiki/Category:Winbeck,_Heinz	False
Rolf Gehlhaar	1943	2019.0	American	Sub rosa;Five German Dances	electronic music,sound installations	https://en.wikipedia.org/wiki/Rolf_Gehlhaar	2562.0	https://imslp.org/wiki/Category:Gehlhaar,_Rolf	False
Guto Puw	1971		Welsh			https://en.wikipedia.org/wiki/Guto_Puw	2558.0	https://imslp.org/wiki/Category:Puw,_Guto	False
Hugh Blair	1864	1932.0	English	Magnificat;Nunc Dimittisfor double choir		https://en.wikipedia.org/wiki/Hugh_Blair_(composer)	2556.0	https://imslp.org/wiki/Category:Blair,_Hugh	True
Brian Bonsor	1926	2011.0	Scottish			https://en.wikipedia.org/wiki/Brian_Bonsor	2550.0	https://imslp.org/wiki/Category:Bonsor,_Brian	False
Raymond Premru	1934	1998.0	American			https://en.wikipedia.org/wiki/Raymond_Premru	2550.0	https://imslp.org/wiki/Category:Premru,_Raymond	False
Willy Hess	1906	1997.0	Swiss			https://en.wikipedia.org/wiki/Willy_Hess_(composer)	2548.0	https://imslp.org/wiki/Category:Hess,_Willy	True
Jonny Heykens	1884	1945.0	Dutch			https://en.wikipedia.org/wiki/Jonny_Heykens	2545.0	https://imslp.org/wiki/Category:Heykens,_Jonny	True
Jurriaan Andriessen	1925	1996.0	Dutch			https://en.wikipedia.org/wiki/Jurriaan_Andriessen_(composer)	2543.0	https://imslp.org/wiki/Category:Andriessen,_Jurriaan	False
Sadao Bekku	1922	2012.0	Japanese			https://en.wikipedia.org/wiki/Sadao_Bekku	2540.0	https://imslp.org/wiki/Category:Bekku,_Sadao	False
Daniel Hensel	1978		German			https://en.wikipedia.org/wiki/Daniel_Hensel	2539.0	https://imslp.org/wiki/Category:Hensel,_Daniel	False
David Blake	1936		British			https://en.wikipedia.org/wiki/David_Blake_(composer)	2536.0	https://imslp.org/wiki/Category:Blake,_David	False
Stanley Vann	1910	2010.0	English			https://en.wikipedia.org/wiki/Stanley_Vann	2534.0	https://imslp.org/wiki/Category:Vann,_Stanley	False
